Dimensiones del mapa: 30,30
RANK 0 BOUNDS: Point[0, 0] Point[30, 30]
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 3 0 0 3 0 0 0 0 0 0 1 
1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
1 0 2 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 2 0 0 0 1 
1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 3 0 0 0 0 0 0 0 1 
1 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 
1 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 
1 0 2 0 0 0 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
1 0 2 0 0 0 0 3 0 1 0 0 0 0 3 3 0 0 0 0 0 0 0 2 0 0 0 0 0 1 
1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
1 1 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
1 0 0 0 0 0 0 0 0 1 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
1 0 3 0 0 0 2 0 0 1 0 0 0 0 0 2 0 0 0 0 0 3 0 0 0 2 0 0 0 1 
1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 2 0 2 0 0 0 2 0 0 1 
0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
1 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 1 1 1 0 1 1 1 0 1 1 1 0 1 1 
1 0 2 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 2 0 0 0 0 3 0 0 0 0 0 0 0 1 
1 1 1 1 1 1 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 
1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 3 0 0 0 0 2 0 0 0 0 0 0 0 1 
1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
[ TICK 1 ] 0;3;19;2;1;3;22;2;2;2;2;4;3;2;19;4;4;2;25;4;5;3;21;5;6;2;2;6;7;2;23;6;8;2;2;7;9;2;25;12;10;2;2;13;11;3;14;13;12;2;2;14;13;3;7;14;14;3;14;14;15;3;15;14;16;2;23;14;17;2;14;17;18;2;15;17;19;3;2;18;20;2;6;18;21;2;15;18;22;3;21;18;23;2;25;18;24;2;15;19;25;2;4;20;26;2;2;21;27;3;16;21;28;2;20;21;29;2;22;21;30;2;26;21;31;2;5;22;32;2;2;24;33;2;16;25;34;3;21;25;35;2;25;26;36;3;16;27;37;2;21;27;
[ TICK 2 ] 0;3;19;2;1;3;22;2;2;2;2;4;3;2;19;4;4;2;25;4;5;3;21;5;6;2;2;6;7;2;23;6;8;2;2;7;9;2;25;12;10;2;2;13;11;3;14;13;12;2;2;14;13;3;7;14;14;3;14;14;15;3;15;14;16;2;23;14;17;2;14;17;18;2;15;17;19;3;2;18;20;2;6;18;21;2;16;18;22;3;21;18;23;2;25;18;24;2;15;19;25;2;4;20;26;2;2;21;27;3;16;21;28;2;20;21;29;2;22;21;30;2;26;21;31;2;5;22;32;2;2;24;33;2;16;25;34;3;21;25;35;2;25;26;36;3;16;27;37;2;22;27;
[ TICK 3 ] 0;3;19;2;1;3;22;2;2;2;2;4;3;2;19;4;4;2;25;4;5;3;21;5;6;2;2;6;7;2;23;6;8;2;2;7;9;2;25;12;10;2;2;13;11;3;14;13;12;2;2;14;13;3;7;14;14;3;14;14;15;3;15;14;16;2;23;14;17;2;14;17;18;2;15;17;19;3;2;18;20;2;6;18;21;2;16;18;22;3;21;18;23;2;25;18;24;2;15;19;25;2;4;20;26;2;2;21;27;3;16;21;28;2;20;21;29;2;22;21;30;2;26;21;31;2;5;22;32;2;2;24;33;2;16;25;34;3;21;25;35;2;25;26;36;3;16;27;37;2;22;27;
[ TICK 4 ] 0;3;19;2;1;3;22;2;2;2;2;4;3;2;19;4;4;2;25;4;5;3;21;5;6;2;2;6;7;2;23;6;8;2;2;7;9;2;25;12;10;2;2;13;11;3;14;13;12;2;2;14;13;3;7;14;14;3;14;14;15;3;15;14;16;2;23;13;17;2;14;17;18;2;16;18;19;3;2;18;20;2;6;18;21;2;16;18;22;3;21;18;23;2;25;18;24;2;15;19;25;2;4;20;26;2;2;21;27;3;16;21;28;2;20;21;29;2;22;21;30;2;26;21;31;2;5;22;32;2;2;24;33;2;16;25;34;3;21;25;35;2;25;26;36;3;16;27;37;2;22;27;
[ TICK 5 ] 0;3;19;2;1;3;22;2;2;2;2;4;3;2;19;4;4;2;25;4;5;3;21;5;6;2;2;6;7;2;23;6;8;2;2;7;9;2;25;12;10;2;2;13;11;3;14;13;12;2;2;14;13;3;7;14;14;3;14;14;15;3;15;14;16;2;23;13;17;2;14;17;18;2;16;18;19;3;2;18;20;2;6;18;21;2;16;18;22;3;21;18;23;2;25;18;24;2;15;19;25;2;4;20;26;2;2;21;27;3;16;21;28;2;20;21;29;2;23;22;30;2;26;21;31;2;5;22;32;2;2;24;33;2;16;25;34;3;21;25;35;2;25;26;36;3;16;27;37;2;22;27;
[ TICK 6 ] 0;3;19;2;1;3;22;2;2;2;2;4;3;2;19;4;4;2;25;3;5;3;21;5;6;2;2;6;7;2;23;6;8;2;2;7;9;2;25;12;10;2;2;13;11;3;14;13;12;2;2;14;13;3;7;14;14;3;14;14;15;3;15;14;16;2;23;13;17;2;14;17;18;2;16;18;19;3;2;18;20;2;6;18;21;2;16;18;22;3;21;18;23;2;25;18;24;2;15;19;25;2;4;20;26;2;2;21;27;3;16;21;28;2;20;21;29;2;23;22;30;2;26;21;31;2;5;22;32;2;2;24;33;2;16;25;34;3;22;25;35;2;25;26;36;3;16;27;37;2;22;27;
[ TICK 7 ] 0;3;19;2;1;3;22;2;2;2;2;4;3;2;19;4;4;2;25;3;5;3;21;5;6;2;2;6;7;2;23;6;8;2;2;7;9;2;26;13;10;2;2;13;11;3;14;13;12;2;2;14;13;3;7;14;14;3;14;14;15;3;15;14;16;2;23;13;17;2;14;17;18;2;16;18;19;3;2;18;20;2;7;19;21;2;16;18;22;3;21;18;23;2;25;18;24;2;15;19;25;2;4;20;26;2;2;21;27;3;16;21;28;2;20;21;29;2;23;22;30;2;26;21;31;2;5;22;32;2;2;24;33;2;16;25;34;3;22;25;35;2;25;26;36;3;16;27;37;2;22;27;
[ TICK 8 ] 0;3;19;2;1;3;22;2;2;2;2;4;3;2;19;4;4;2;25;3;5;3;21;5;6;2;2;6;7;2;23;6;8;2;2;7;9;2;26;13;10;2;2;13;11;3;14;13;12;2;2;14;13;3;8;15;14;3;14;14;15;3;14;15;16;2;23;13;17;2;14;17;18;2;16;18;19;3;2;18;20;2;7;19;21;2;16;18;22;3;21;18;23;2;25;18;24;2;15;19;25;2;4;20;26;2;2;21;27;3;16;21;28;2;20;21;29;2;23;22;30;2;26;21;31;2;5;22;32;2;2;24;33;2;16;25;34;3;22;25;35;2;25;26;36;3;16;27;37;2;22;27;
[ TICK 9 ] 0;3;19;2;1;3;22;2;2;2;2;4;3;2;19;4;4;2;25;3;5;3;21;6;6;2;2;6;7;2;23;6;8;2;2;7;9;2;26;13;10;2;2;13;11;3;14;13;12;2;2;14;13;3;8;15;14;3;14;14;15;3;14;15;16;2;23;13;17;2;14;17;18;2;16;18;19;3;2;18;20;2;7;19;21;2;16;18;22;3;21;18;23;2;25;18;24;2;15;19;25;2;4;20;26;2;2;21;27;3;16;21;28;2;20;21;29;2;22;21;30;2;26;21;31;2;5;22;32;2;2;24;33;2;16;25;34;3;22;25;35;2;25;26;36;3;16;27;37;2;22;27;
[ TICK 10 ] 0;3;19;2;1;3;22;2;2;2;2;4;3;2;19;4;4;2;25;3;5;3;21;6;6;2;2;6;7;2;23;7;8;2;2;7;9;2;26;13;10;2;2;13;11;3;14;13;12;2;2;14;13;3;8;15;14;3;14;14;15;3;14;15;16;2;23;14;17;2;14;17;18;2;16;18;19;3;2;18;20;2;7;19;21;2;16;18;22;3;21;18;23;2;25;18;24;2;15;19;25;2;4;20;26;2;2;21;27;3;16;21;28;2;20;21;29;2;22;21;30;2;26;21;31;2;5;22;32;2;2;24;33;2;16;25;34;3;22;25;35;2;25;26;36;3;16;27;37;2;22;27;
